query,path,first,path_first,distance_1,second,path_second,distance_2,third,path_third,distance_3,fourth,path_fourth,distance_4,time
3pietro_95,/home/patryk/projekt/test/3pietro_95/img_08-16-2022_14_34_45_rotated_90_COUNTERCLOCKWISE.png,3pietro_95,/home/patryk/projekt/embedings/3pietro_95/img_08-16-2022_14_34_35.png,0.09855472,3pietro_72,/home/patryk/projekt/embedings/3pietro_72/img_08-16-2022_13_54_52.png,0.15727888,3pietro_94,/home/patryk/projekt/embedings/3pietro_94/img_08-16-2022_14_33_04.png,0.17165413,3pietro_75,/home/patryk/projekt/embedings/3pietro_75/img_08-16-2022_13_59_01.png,0.19524562,1.3355214595794678
parter_112,/home/patryk/projekt/test/parter_112/img_08-17-2022_15_01_17.png,parter_112,/home/patryk/projekt/embedings/parter_112/img_08-17-2022_15_00_57.png,0.012463308,parter_114,/home/patryk/projekt/embedings/parter_114/img_08-17-2022_15_03_17.png,0.13067518,parter_113,/home/patryk/projekt/embedings/parter_113/img_08-17-2022_15_01_55.png,0.17420267,3pietro_103,/home/patryk/projekt/embedings/3pietro_103/img_08-16-2022_14_48_02.png,0.17533201,0.757540225982666
parter_22,/home/patryk/projekt/test/parter_22/img_08-17-2022_11_02_52_rotated_90_COUNTERCLOCKWISE.png,parter_22,/home/patryk/projekt/embedings/parter_22/img_08-17-2022_11_02_42.png,0.05494371,parter_57,/home/patryk/projekt/embedings/parter_57/img_08-17-2022_13_33_28.png,0.21477559,parter_23,/home/patryk/projekt/embedings/parter_23/img_08-17-2022_11_06_03.png,0.22199464,parter_61,/home/patryk/projekt/embedings/parter_61/img_08-17-2022_13_40_08.png,0.22413914,0.766287088394165
3pietro_10,/home/patryk/projekt/test/3pietro_10/img_08-16-2022_11_04_44_rotated_90_COUNTERCLOCKWISE.png,3pietro_10,/home/patryk/projekt/embedings/3pietro_10/img_08-16-2022_11_04_34.png,0.042761162,parter_110,/home/patryk/projekt/embedings/parter_110/img_08-17-2022_14_57_54.png,0.16310497,parter_111,/home/patryk/projekt/embedings/parter_111/img_08-17-2022_14_59_12.png,0.16908659,3pietro_102,/home/patryk/projekt/embedings/3pietro_102/img_08-16-2022_14_46_41.png,0.17953095,0.7737715244293213
parter_86,/home/patryk/projekt/test/parter_86/img_08-17-2022_14_15_48_rotated_90_CLOCKWISE.png,parter_86,/home/patryk/projekt/embedings/parter_86/img_08-17-2022_14_14_53.png,0.06373017,parter_85,/home/patryk/projekt/embedings/parter_85/img_08-17-2022_14_13_24.png,0.11857751,parter_84,/home/patryk/projekt/embedings/parter_84/img_08-17-2022_14_12_03.png,0.1981773,parter_87,/home/patryk/projekt/embedings/parter_87/img_08-17-2022_14_17_13.png,0.20967497,0.7715163230895996
3pietro_17,/home/patryk/projekt/test/3pietro_17/img_08-16-2022_11_16_02.png,3pietro_17,/home/patryk/projekt/embedings/3pietro_17/img_08-16-2022_11_16_32.png,0.12603876,3pietro_11,/home/patryk/projekt/embedings/3pietro_11/img_08-16-2022_11_05_32.png,0.23458603,3pietro_12,/home/patryk/projekt/embedings/3pietro_12/img_08-16-2022_11_08_01.png,0.25243175,3pietro_5,/home/patryk/projekt/embedings/3pietro_5/img_08-16-2022_10_52_10.png,0.25865465,0.7645418643951416
parter_20,/home/patryk/projekt/test/parter_20/img_08-17-2022_11_00_56_rotated_90_CLOCKWISE.png,parter_20,/home/patryk/projekt/embedings/parter_20/img_08-17-2022_11_00_36.png,0.105874926,parter_19,/home/patryk/projekt/embedings/parter_19/img_08-17-2022_10_59_13.png,0.21092232,parter_83,/home/patryk/projekt/embedings/parter_83/img_08-17-2022_14_09_52.png,0.23421848,parter_90,/home/patryk/projekt/embedings/parter_90/img_08-17-2022_14_22_09.png,0.24315456,0.7598862648010254
parter_74,/home/patryk/projekt/test/parter_74/img_08-17-2022_13_58_53_rotated_90_COUNTERCLOCKWISE.png,parter_79,/home/patryk/projekt/embedings/parter_79/img_08-17-2022_14_04_47.png,0.17260139,parter_74,/home/patryk/projekt/embedings/parter_74/img_08-17-2022_13_59_01.png,0.19704701,parter_75,/home/patryk/projekt/embedings/parter_75/img_08-17-2022_14_00_11.png,0.21540259,parter_78,/home/patryk/projekt/embedings/parter_78/img_08-17-2022_14_03_33.png,0.21809834,0.7737150192260742
parter_64,/home/patryk/projekt/test/parter_64/img_08-17-2022_13_46_40.png,parter_64,/home/patryk/projekt/embedings/parter_64/img_08-17-2022_13_46_44.png,0.011283841,parter_63,/home/patryk/projekt/embedings/parter_63/img_08-17-2022_13_45_33.png,0.083272174,parter_65,/home/patryk/projekt/embedings/parter_65/img_08-17-2022_13_48_12.png,0.1580427,parter_94,/home/patryk/projekt/embedings/parter_94/img_08-17-2022_14_28_57.png,0.18003222,1.337773084640503
3pietro_3,/home/patryk/projekt/test/3pietro_3/img_08-16-2022_10_45_17_rotated_90_CLOCKWISE.png,3pietro_105,/home/patryk/projekt/embedings/3pietro_105/img_08-16-2022_14_50_36.png,0.30063015,3pietro_104,/home/patryk/projekt/embedings/3pietro_104/img_08-16-2022_14_49_20.png,0.3348074,3pietro_17,/home/patryk/projekt/embedings/3pietro_17/img_08-16-2022_11_16_32.png,0.3365843,3pietro_106,/home/patryk/projekt/embedings/3pietro_106/img_08-16-2022_14_51_53.png,0.3386987,1.3313078880310059
parter_46,/home/patryk/projekt/test/parter_46/img_08-17-2022_11_55_56_rotated_90_CLOCKWISE.png,parter_46,/home/patryk/projekt/embedings/parter_46/img_08-17-2022_11_55_36.png,0.08019311,parter_47,/home/patryk/projekt/embedings/parter_47/img_08-17-2022_11_56_37.png,0.14779586,parter_45,/home/patryk/projekt/embedings/parter_45/img_08-17-2022_11_54_43.png,0.16385564,parter_49,/home/patryk/projekt/embedings/parter_49/img_08-17-2022_11_58_44.png,0.16611543,0.7542679309844971
3pietro_59,/home/patryk/projekt/test/3pietro_59/img_08-16-2022_13_36_03.png,3pietro_59,/home/patryk/projekt/embedings/3pietro_59/img_08-16-2022_13_35_53.png,0.010275117,3pietro_48,/home/patryk/projekt/embedings/3pietro_48/img_08-16-2022_13_19_39.png,0.12679514,3pietro_55,/home/patryk/projekt/embedings/3pietro_55/img_08-16-2022_13_30_00.png,0.16563258,3pietro_60,/home/patryk/projekt/embedings/3pietro_60/img_08-16-2022_13_37_37.png,0.17375132,1.3314085006713867
parter_99,/home/patryk/projekt/test/parter_99/img_08-17-2022_14_39_19.png,parter_99,/home/patryk/projekt/embedings/parter_99/img_08-17-2022_14_39_04.png,0.01399927,parter_103,/home/patryk/projekt/embedings/parter_103/img_08-17-2022_14_48_43.png,0.12214151,parter_124,/home/patryk/projekt/embedings/parter_124/img_08-17-2022_16_03_53.png,0.14932352,parter_98,/home/patryk/projekt/embedings/parter_98/img_08-17-2022_14_37_56.png,0.15045041,1.3528432846069336
3pietro_81,/home/patryk/projekt/test/3pietro_81/img_08-16-2022_14_08_55_rotated_90_CLOCKWISE.png,3pietro_81,/home/patryk/projekt/embedings/3pietro_81/img_08-16-2022_14_09_05.png,0.13173813,3pietro_22,/home/patryk/projekt/embedings/3pietro_22/img_08-16-2022_11_28_37.png,0.23598391,3pietro_21,/home/patryk/projekt/embedings/3pietro_21/img_08-16-2022_11_27_02.png,0.24498864,3pietro_82,/home/patryk/projekt/embedings/3pietro_82/img_08-16-2022_14_10_29.png,0.25582355,1.325517177581787
parter_2,/home/patryk/projekt/test/parter_2/img_08-17-2022_10_29_40_rotated_90_COUNTERCLOCKWISE.png,parter_2,/home/patryk/projekt/embedings/parter_2/img_08-17-2022_10_29_50.png,0.0466287,parter_3,/home/patryk/projekt/embedings/parter_3/img_08-17-2022_10_32_00.png,0.12176595,parter_4,/home/patryk/projekt/embedings/parter_4/img_08-17-2022_10_35_46.png,0.13557458,parter_1,/home/patryk/projekt/embedings/parter_1/img_08-17-2022_10_27_25.png,0.14278132,1.3274283409118652
3pietro_87,/home/patryk/projekt/test/3pietro_87/img_08-16-2022_14_18_56_rotated_90_CLOCKWISE.png,3pietro_87,/home/patryk/projekt/embedings/3pietro_87/img_08-16-2022_14_18_46.png,0.053774804,3pietro_88,/home/patryk/projekt/embedings/3pietro_88/img_08-16-2022_14_19_58.png,0.111643,3pietro_86,/home/patryk/projekt/embedings/3pietro_86/img_08-16-2022_14_17_20.png,0.11725418,3pietro_85,/home/patryk/projekt/embedings/3pietro_85/img_08-16-2022_14_15_24.png,0.13902964,1.3288376331329346
3pietro_83,/home/patryk/projekt/test/3pietro_83/img_08-16-2022_14_12_31_rotated_90_CLOCKWISE.png,3pietro_83,/home/patryk/projekt/embedings/3pietro_83/img_08-16-2022_14_12_11.png,0.062506706,3pietro_82,/home/patryk/projekt/embedings/3pietro_82/img_08-16-2022_14_10_29.png,0.27035517,3pietro_19,/home/patryk/projekt/embedings/3pietro_19/img_08-16-2022_11_21_29.png,0.29958704,3pietro_84,/home/patryk/projekt/embedings/3pietro_84/img_08-16-2022_14_13_33.png,0.31053528,0.7684965133666992
parter_28,/home/patryk/projekt/test/parter_28/img_08-17-2022_11_31_43.png,parter_28,/home/patryk/projekt/embedings/parter_28/img_08-17-2022_11_31_23.png,0.03150986,parter_29,/home/patryk/projekt/embedings/parter_29/img_08-17-2022_11_32_44.png,0.12168289,parter_45,/home/patryk/projekt/embedings/parter_45/img_08-17-2022_11_54_43.png,0.21985912,parter_49,/home/patryk/projekt/embedings/parter_49/img_08-17-2022_11_58_44.png,0.23768568,0.7751903533935547
3pietro_75,/home/patryk/projekt/test/3pietro_75/img_08-16-2022_13_58_41.png,3pietro_75,/home/patryk/projekt/embedings/3pietro_75/img_08-16-2022_13_59_01.png,0.03805914,3pietro_95,/home/patryk/projekt/embedings/3pietro_95/img_08-16-2022_14_34_35.png,0.13566114,3pietro_36,/home/patryk/projekt/embedings/3pietro_36/img_08-16-2022_11_55_14.png,0.13754249,3pietro_41,/home/patryk/projekt/embedings/3pietro_41/img_08-16-2022_12_01_40.png,0.14603531,0.7737720012664795
parter_132,/home/patryk/projekt/test/parter_132/img_08-17-2022_16_16_35_rotated_90_COUNTERCLOCKWISE.png,parter_132,/home/patryk/projekt/embedings/parter_132/img_08-17-2022_16_16_41.png,0.071207434,parter_131,/home/patryk/projekt/embedings/parter_131/img_08-17-2022_16_14_52.png,0.11715658,parter_106,/home/patryk/projekt/embedings/parter_106/img_08-17-2022_14_52_58.png,0.17075121,parter_103,/home/patryk/projekt/embedings/parter_103/img_08-17-2022_14_48_43.png,0.18153739,0.7702791690826416
3pietro_77,/home/patryk/projekt/test/3pietro_77/img_08-16-2022_14_02_16_rotated_90_CLOCKWISE.png,3pietro_77,/home/patryk/projekt/embedings/3pietro_77/img_08-16-2022_14_02_26.png,0.08819766,3pietro_89,/home/patryk/projekt/embedings/3pietro_89/img_08-16-2022_14_20_57.png,0.20841347,3pietro_86,/home/patryk/projekt/embedings/3pietro_86/img_08-16-2022_14_17_20.png,0.23790425,3pietro_18,/home/patryk/projekt/embedings/3pietro_18/img_08-16-2022_11_17_39.png,0.23905733,1.3320047855377197
3pietro_48,/home/patryk/projekt/test/3pietro_48/img_08-16-2022_13_19_29.png,3pietro_48,/home/patryk/projekt/embedings/3pietro_48/img_08-16-2022_13_19_39.png,0.049626134,3pietro_59,/home/patryk/projekt/embedings/3pietro_59/img_08-16-2022_13_35_53.png,0.14850548,3pietro_44,/home/patryk/projekt/embedings/3pietro_44/img_08-16-2022_13_14_47.png,0.16938338,3pietro_55,/home/patryk/projekt/embedings/3pietro_55/img_08-16-2022_13_30_00.png,0.17654973,1.3307020664215088
parter_14,/home/patryk/projekt/test/parter_14/img_08-17-2022_10_51_26_rotated_90_CLOCKWISE.png,parter_14,/home/patryk/projekt/embedings/parter_14/img_08-17-2022_10_51_16.png,0.07231752,parter_15,/home/patryk/projekt/embedings/parter_15/img_08-17-2022_10_52_06.png,0.121310376,parter_13,/home/patryk/projekt/embedings/parter_13/img_08-17-2022_10_50_11.png,0.1490451,parter_16,/home/patryk/projekt/embedings/parter_16/img_08-17-2022_10_53_04.png,0.16097885,1.3297765254974365
3pietro_63,/home/patryk/projekt/test/3pietro_63/img_08-16-2022_13_42_21_rotated_90_COUNTERCLOCKWISE.png,3pietro_63,/home/patryk/projekt/embedings/3pietro_63/img_08-16-2022_13_42_11.png,0.06013027,3pietro_64,/home/patryk/projekt/embedings/3pietro_64/img_08-16-2022_13_43_22.png,0.12459262,3pietro_43,/home/patryk/projekt/embedings/3pietro_43/img_08-16-2022_13_12_55.png,0.15306312,3pietro_45,/home/patryk/projekt/embedings/3pietro_45/img_08-16-2022_13_16_16.png,0.15663244,1.3478527069091797
3pietro_35,/home/patryk/projekt/test/3pietro_35/img_08-16-2022_11_53_47_rotated_90_COUNTERCLOCKWISE.png,3pietro_35,/home/patryk/projekt/embedings/3pietro_35/img_08-16-2022_11_54_17.png,0.17696457,3pietro_70,/home/patryk/projekt/embedings/3pietro_70/img_08-16-2022_13_51_48.png,0.18040802,3pietro_69,/home/patryk/projekt/embedings/3pietro_69/img_08-16-2022_13_50_23.png,0.19320333,3pietro_36,/home/patryk/projekt/embedings/3pietro_36/img_08-16-2022_11_55_14.png,0.2062724,1.3299036026000977
parter_100,/home/patryk/projekt/test/parter_100/img_08-17-2022_14_40_00_rotated_90_CLOCKWISE.png,parter_100,/home/patryk/projekt/embedings/parter_100/img_08-17-2022_14_40_04.png,0.092616096,parter_122,/home/patryk/projekt/embedings/parter_122/img_08-17-2022_16_01_50.png,0.17549804,parter_125,/home/patryk/projekt/embedings/parter_125/img_08-17-2022_16_06_15.png,0.18388914,parter_109,/home/patryk/projekt/embedings/parter_109/img_08-17-2022_14_56_47.png,0.18401374,0.767791748046875
3pietro_98,/home/patryk/projekt/test/3pietro_98/img_08-16-2022_14_39_12.png,3pietro_98,/home/patryk/projekt/embedings/3pietro_98/img_08-16-2022_14_38_42.png,0.07996675,3pietro_106,/home/patryk/projekt/embedings/3pietro_106/img_08-16-2022_14_51_53.png,0.12735176,3pietro_2,/home/patryk/projekt/embedings/3pietro_2/img_08-16-2022_10_43_31.png,0.14018132,3pietro_11,/home/patryk/projekt/embedings/3pietro_11/img_08-16-2022_11_05_32.png,0.1695692,1.3341503143310547
3pietro_105,/home/patryk/projekt/test/3pietro_105/img_08-16-2022_14_50_46_rotated_90_CLOCKWISE.png,3pietro_105,/home/patryk/projekt/embedings/3pietro_105/img_08-16-2022_14_50_36.png,0.12974015,3pietro_104,/home/patryk/projekt/embedings/3pietro_104/img_08-16-2022_14_49_20.png,0.18510568,3pietro_102,/home/patryk/projekt/embedings/3pietro_102/img_08-16-2022_14_46_41.png,0.18744022,3pietro_101,/home/patryk/projekt/embedings/3pietro_101/img_08-16-2022_14_42_23.png,0.22503355,1.3526568412780762
3pietro_75,/home/patryk/projekt/test/3pietro_75/img_08-16-2022_13_58_41_rotated_90_COUNTERCLOCKWISE.png,3pietro_75,/home/patryk/projekt/embedings/3pietro_75/img_08-16-2022_13_59_01.png,0.049784884,3pietro_95,/home/patryk/projekt/embedings/3pietro_95/img_08-16-2022_14_34_35.png,0.13693741,3pietro_72,/home/patryk/projekt/embedings/3pietro_72/img_08-16-2022_13_54_52.png,0.14030796,3pietro_36,/home/patryk/projekt/embedings/3pietro_36/img_08-16-2022_11_55_14.png,0.14448467,1.3463749885559082
parter_54,/home/patryk/projekt/test/parter_54/img_08-17-2022_13_29_48.png,parter_54,/home/patryk/projekt/embedings/parter_54/img_08-17-2022_13_29_38.png,0.01474389,parter_53,/home/patryk/projekt/embedings/parter_53/img_08-17-2022_13_28_33.png,0.19043802,parter_52,/home/patryk/projekt/embedings/parter_52/img_08-17-2022_13_26_54.png,0.21103022,parter_50,/home/patryk/projekt/embedings/parter_50/img_08-17-2022_13_23_49.png,0.21837133,0.7647500038146973
3pietro_64,/home/patryk/projekt/test/3pietro_64/img_08-16-2022_13_43_52.png,3pietro_64,/home/patryk/projekt/embedings/3pietro_64/img_08-16-2022_13_43_22.png,0.028765444,3pietro_65,/home/patryk/projekt/embedings/3pietro_65/img_08-16-2022_13_45_02.png,0.0849925,3pietro_63,/home/patryk/projekt/embedings/3pietro_63/img_08-16-2022_13_42_11.png,0.12485127,3pietro_66,/home/patryk/projekt/embedings/3pietro_66/img_08-16-2022_13_46_18.png,0.1361341,0.7599146366119385
3pietro_57,/home/patryk/projekt/test/3pietro_57/img_08-16-2022_13_33_28_rotated_90_COUNTERCLOCKWISE.png,3pietro_57,/home/patryk/projekt/embedings/3pietro_57/img_08-16-2022_13_32_58.png,0.1501452,3pietro_58,/home/patryk/projekt/embedings/3pietro_58/img_08-16-2022_13_34_12.png,0.23546913,3pietro_56,/home/patryk/projekt/embedings/3pietro_56/img_08-16-2022_13_31_04.png,0.27492857,3pietro_67,/home/patryk/projekt/embedings/3pietro_67/img_08-16-2022_13_47_19.png,0.30324042,0.7683627605438232
parter_33,/home/patryk/projekt/test/parter_33/img_08-17-2022_11_38_02.png,parter_33,/home/patryk/projekt/embedings/parter_33/img_08-17-2022_11_38_17.png,0.0150249265,parter_34,/home/patryk/projekt/embedings/parter_34/img_08-17-2022_11_39_29.png,0.16219707,parter_32,/home/patryk/projekt/embedings/parter_32/img_08-17-2022_11_37_01.png,0.19316179,parter_31,/home/patryk/projekt/embedings/parter_31/img_08-17-2022_11_35_22.png,0.24032217,0.7757022380828857
parter_23,/home/patryk/projekt/test/parter_23/img_08-17-2022_11_06_33_rotated_90_CLOCKWISE.png,parter_23,/home/patryk/projekt/embedings/parter_23/img_08-17-2022_11_06_03.png,0.084901065,parter_24,/home/patryk/projekt/embedings/parter_24/img_08-17-2022_11_07_27.png,0.18612856,parter_12,/home/patryk/projekt/embedings/parter_12/img_08-17-2022_10_49_02.png,0.20501155,parter_22,/home/patryk/projekt/embedings/parter_22/img_08-17-2022_11_02_42.png,0.20744812,1.329721212387085
3pietro_47,/home/patryk/projekt/test/3pietro_47/img_08-16-2022_13_18_49_rotated_90_CLOCKWISE.png,3pietro_47,/home/patryk/projekt/embedings/3pietro_47/img_08-16-2022_13_18_39.png,0.08597878,3pietro_46,/home/patryk/projekt/embedings/3pietro_46/img_08-16-2022_13_17_03.png,0.1711001,3pietro_60,/home/patryk/projekt/embedings/3pietro_60/img_08-16-2022_13_37_37.png,0.1767596,3pietro_45,/home/patryk/projekt/embedings/3pietro_45/img_08-16-2022_13_16_16.png,0.19845305,0.7782702445983887
3pietro_57,/home/patryk/projekt/test/3pietro_57/img_08-16-2022_13_33_28_rotated_90_CLOCKWISE.png,3pietro_57,/home/patryk/projekt/embedings/3pietro_57/img_08-16-2022_13_32_58.png,0.1812975,3pietro_58,/home/patryk/projekt/embedings/3pietro_58/img_08-16-2022_13_34_12.png,0.30966714,3pietro_56,/home/patryk/projekt/embedings/3pietro_56/img_08-16-2022_13_31_04.png,0.3165147,3pietro_34,/home/patryk/projekt/embedings/3pietro_34/img_08-16-2022_11_51_55.png,0.33535427,0.770796537399292
3pietro_104,/home/patryk/projekt/test/3pietro_104/img_08-16-2022_14_49_00_rotated_90_CLOCKWISE.png,3pietro_104,/home/patryk/projekt/embedings/3pietro_104/img_08-16-2022_14_49_20.png,0.077344984,3pietro_105,/home/patryk/projekt/embedings/3pietro_105/img_08-16-2022_14_50_36.png,0.14116135,3pietro_102,/home/patryk/projekt/embedings/3pietro_102/img_08-16-2022_14_46_41.png,0.17141607,3pietro_5,/home/patryk/projekt/embedings/3pietro_5/img_08-16-2022_10_52_10.png,0.19194973,0.771235466003418
3pietro_67,/home/patryk/projekt/test/3pietro_67/img_08-16-2022_13_47_39_rotated_90_COUNTERCLOCKWISE.png,3pietro_67,/home/patryk/projekt/embedings/3pietro_67/img_08-16-2022_13_47_19.png,0.05344723,3pietro_65,/home/patryk/projekt/embedings/3pietro_65/img_08-16-2022_13_45_02.png,0.12087908,3pietro_64,/home/patryk/projekt/embedings/3pietro_64/img_08-16-2022_13_43_22.png,0.14145969,3pietro_66,/home/patryk/projekt/embedings/3pietro_66/img_08-16-2022_13_46_18.png,0.14846207,0.7807888984680176
parter_115,/home/patryk/projekt/test/parter_115/img_08-17-2022_15_04_18.png,parter_115,/home/patryk/projekt/embedings/parter_115/img_08-17-2022_15_04_22.png,0.011955844,3pietro_105,/home/patryk/projekt/embedings/3pietro_105/img_08-16-2022_14_50_36.png,0.18375984,3pietro_11,/home/patryk/projekt/embedings/3pietro_11/img_08-16-2022_11_05_32.png,0.18591711,parter_119,/home/patryk/projekt/embedings/parter_119/img_08-17-2022_15_55_24.png,0.20067944,0.7689568996429443
3pietro_77,/home/patryk/projekt/test/3pietro_77/img_08-16-2022_14_02_16_rotated_90_COUNTERCLOCKWISE.png,3pietro_77,/home/patryk/projekt/embedings/3pietro_77/img_08-16-2022_14_02_26.png,0.078658424,3pietro_89,/home/patryk/projekt/embedings/3pietro_89/img_08-16-2022_14_20_57.png,0.24311566,3pietro_88,/home/patryk/projekt/embedings/3pietro_88/img_08-16-2022_14_19_58.png,0.2750493,3pietro_86,/home/patryk/projekt/embedings/3pietro_86/img_08-16-2022_14_17_20.png,0.28242832,0.759880781173706
3pietro_80,/home/patryk/projekt/test/3pietro_80/img_08-16-2022_14_07_39_rotated_90_COUNTERCLOCKWISE.png,3pietro_80,/home/patryk/projekt/embedings/3pietro_80/img_08-16-2022_14_08_00.png,0.08739279,3pietro_20,/home/patryk/projekt/embedings/3pietro_20/img_08-16-2022_11_22_35.png,0.26424956,3pietro_79,/home/patryk/projekt/embedings/3pietro_79/img_08-16-2022_14_06_45.png,0.30151075,3pietro_81,/home/patryk/projekt/embedings/3pietro_81/img_08-16-2022_14_09_05.png,0.30767286,0.7642278671264648
parter_75,/home/patryk/projekt/test/parter_75/img_08-17-2022_14_00_03_rotated_90_COUNTERCLOCKWISE.png,parter_75,/home/patryk/projekt/embedings/parter_75/img_08-17-2022_14_00_11.png,0.087762296,parter_78,/home/patryk/projekt/embedings/parter_78/img_08-17-2022_14_03_33.png,0.16573668,parter_79,/home/patryk/projekt/embedings/parter_79/img_08-17-2022_14_04_47.png,0.17690003,parter_74,/home/patryk/projekt/embedings/parter_74/img_08-17-2022_13_59_01.png,0.21139082,0.7780883312225342
